# split1	rel_image_1	split2	rel_image_2	Hamming
train	images/train/Aphids_222.jpg	test	images/test/Corn_Health (670).jpg	5
train	images/train/Aphids_230.jpg	test	images/test/Aphids_351.jpg	5
train	images/train/Aphids_232.jpg	test	images/test/Corn_Health (64).jpg	5
train	images/train/Aphids_236.jpg	test	images/test/Corn_Health (947).jpg	5
train	images/train/Aphids_267.jpg	test	images/test/Aphids_286.jpg	5
train	images/train/Aphids_292.jpg	test	images/test/Corn_Health (314).jpg	5
train	images/train/Aphids_306.jpg	test	images/test/Aphids_319.jpg	5
train	images/train/Aphids_324.jpg	test	images/test/Aphids_249.jpg	5
train	images/train/Aphids_325.jpg	test	images/test/Corn_Health (848).jpg	5
train	images/train/Aphids_327.jpg	test	images/test/Aphids_288.jpg	5
train	images/train/Aphids_337.jpg	test	images/test/Aphids_351.jpg	5
train	images/train/Aphids_345.jpg	test	images/test/Aphids_137.jpg	5
train	images/train/Aphids_345.jpg	test	images/test/Aphids_288.jpg	5
train	images/train/Aphids_358.jpg	test	images/test/Aphids_137.jpg	5
train	images/train/Aphids_371.jpg	test	images/test/Corn_Health (253).jpg	5
train	images/train/Aphids_383.jpg	test	images/test/Gray_Leaf_Spot_150.jpg	5
train	images/train/Aphids_395.jpg	test	images/test/Corn_Health (64).jpg	5
train	images/train/Aphids_429.jpg	test	images/test/Aphids_401.jpg	5
train	images/train/Aphids_429.jpg	test	images/test/Corn_Health (291).jpg	5
train	images/train/Aphids_429.jpg	test	images/test/Corn_Health (314).jpg	5
train	images/train/Aphids_448.jpg	test	images/test/Aphids_288.jpg	5
train	images/train/Aphids_467.jpg	test	images/test/Aphids_319.jpg	5
train	images/train/Aphids_493.jpg	test	images/test/Corn_Health (64).jpg	5
train	images/train/Aphids_554.jpg	test	images/test/Aphids_319.jpg	5
train	images/train/Aphids_578.jpg	test	images/test/Corn_Health (947).jpg	5
train	images/train/Aphids_607.jpg	test	images/test/Corn_Health (848).jpg	5
train	images/train/Aphids_607.jpg	test	images/test/Corn_Health (947).jpg	5
train	images/train/Aphids_607.jpg	test	images/test/Gray_Leaf_Spot_521.jpg	5
train	images/train/Aphids_62.jpg	test	images/test/Aphids_288.jpg	5
train	images/train/Aphids_686.jpg	test	images/test/Aphids_553.jpg	5
train	images/train/Aphids_705.jpg	test	images/test/Aphids_863.jpg	5
train	images/train/Aphids_762.jpg	test	images/test/Corn_Health (947).jpg	5
train	images/train/Aphids_777.jpg	test	images/test/Aphids_861.jpg	5
train	images/train/Aphids_778.jpg	test	images/test/Aphids_789.jpg	5
train	images/train/Aphids_85.jpg	test	images/test/Aphids_744.jpg	5
train	images/train/Aphids_860.jpg	test	images/test/Aphids_622.jpg	5
train	images/train/Aphids_89.jpg	test	images/test/Aphids_401.jpg	5
train	images/train/Aphids_89.jpg	test	images/test/Corn_Health (10).jpg	5
train	images/train/Aphids_913.jpg	test	images/test/Gray_Leaf_Spot_150.jpg	5
train	images/train/Army_worm_234.jpg	test	images/test/Aphids_401.jpg	5
train	images/train/Army_worm_234.jpg	test	images/test/Corn_Blight_798.jpg	5
train	images/train/Army_worm_234.jpg	test	images/test/Corn_Health (10).jpg	5
train	images/train/Army_worm_34.jpg	test	images/test/Aphids_401.jpg	5
train	images/train/Army_worm_34.jpg	test	images/test/Corn_Blight_798.jpg	5
train	images/train/Army_worm_34.jpg	test	images/test/Corn_Health (10).jpg	5
train	images/train/Army_worm_370.jpg	test	images/test/Corn_borer_44.jpg	5
train	images/train/Army_worm_428.jpg	test	images/test/Aphids_401.jpg	5
train	images/train/Army_worm_428.jpg	test	images/test/Corn_Blight_798.jpg	5
train	images/train/Army_worm_528.jpg	test	images/test/Aphids_401.jpg	5
train	images/train/Army_worm_528.jpg	test	images/test/Corn_Blight_798.jpg	5
train	images/train/Army_worm_596.jpg	test	images/test/Corn_borer_44.jpg	5
train	images/train/Corn_Blight_1196.jpg	test	images/test/Aphids_674.jpg	5
train	images/train/Corn_Blight_1200.jpg	test	images/test/Corn_Health (193).jpg	5
train	images/train/Corn_Blight_203.jpg	test	images/test/Corn_Blight_798.jpg	5
train	images/train/Corn_Blight_203.jpg	test	images/test/Corn_Health (10).jpg	5
train	images/train/Corn_Blight_203.jpg	test	images/test/Gray_Leaf_Spot_150.jpg	5
train	images/train/Corn_Blight_586.jpg	test	images/test/Corn_borer_360.jpg	5
train	images/train/Corn_Common_Rust (1010).jpg	test	images/test/Corn_Common_Rust (99).jpg	5
train	images/train/Corn_Common_Rust (1031).jpg	test	images/test/Corn_Common_Rust (1177).jpg	5
train	images/train/Corn_Common_Rust (1208).jpg	test	images/test/Corn_Common_Rust (1073).jpg	5
train	images/train/Corn_Common_Rust (1226).jpg	test	images/test/Corn_Common_Rust (1099).jpg	5
train	images/train/Corn_Common_Rust (230).jpg	test	images/test/Army_worm_509.jpg	5
train	images/train/Corn_Common_Rust (235).jpg	test	images/test/Corn_Common_Rust (88).jpg	5
train	images/train/Corn_Common_Rust (280).jpg	test	images/test/Corn_Common_Rust (634).jpg	5
train	images/train/Corn_Common_Rust (344).jpg	test	images/test/Corn_Common_Rust (1278).jpg	5
train	images/train/Corn_Common_Rust (347).jpg	test	images/test/Corn_Common_Rust (641).jpg	5
train	images/train/Corn_Common_Rust (419).jpg	test	images/test/Corn_Common_Rust (232).jpg	5
train	images/train/Corn_Common_Rust (419).jpg	test	images/test/Corn_Common_Rust (717).jpg	5
train	images/train/Corn_Common_Rust (471).jpg	test	images/test/Corn_Common_Rust (405).jpg	5
train	images/train/Corn_Common_Rust (489).jpg	test	images/test/Corn_Common_Rust (629).jpg	5
train	images/train/Corn_Common_Rust (577).jpg	test	images/test/Corn_Common_Rust (638).jpg	5
train	images/train/Corn_Common_Rust (685).jpg	test	images/test/Corn_Common_Rust (738).jpg	5
train	images/train/Corn_Common_Rust (728).jpg	test	images/test/Corn_Common_Rust (875).jpg	5
train	images/train/Corn_Common_Rust (785).jpg	test	images/test/Corn_Common_Rust (483).jpg	5
train	images/train/Corn_Common_Rust (790).jpg	test	images/test/Corn_Common_Rust (887).jpg	5
train	images/train/Corn_Common_Rust (906).jpg	test	images/test/Corn_Common_Rust (343).jpg	5
train	images/train/Corn_Common_Rust (948).jpg	test	images/test/Corn_Common_Rust (1263).jpg	5
train	images/train/Corn_Common_Rust (958).jpg	test	images/test/Corn_Common_Rust (433).jpg	5
train	images/train/Corn_Common_Rust (965).jpg	test	images/test/Corn_Common_Rust (1095).jpg	5
train	images/train/Corn_Health (1054).jpg	test	images/test/Corn_Health (848).jpg	5
train	images/train/Corn_Health (1128).jpg	test	images/test/Aphids_401.jpg	5
train	images/train/Corn_Health (187).jpg	test	images/test/Aphids_401.jpg	5
train	images/train/Corn_Health (187).jpg	test	images/test/Corn_Health (291).jpg	5
train	images/train/Corn_Health (187).jpg	test	images/test/Gray_Leaf_Spot_150.jpg	5
train	images/train/Corn_Health (358).jpg	test	images/test/Corn_Health (848).jpg	5
train	images/train/Corn_Health (358).jpg	test	images/test/Corn_Health (947).jpg	5
train	images/train/Corn_Health (361).jpg	test	images/test/Corn_Health (848).jpg	5
train	images/train/Corn_Health (361).jpg	test	images/test/Corn_Health (947).jpg	5
train	images/train/Corn_Health (462).jpg	test	images/test/Corn_Health (64).jpg	5
train	images/train/Corn_Health (53).jpg	test	images/test/Corn_Blight_1069.jpg	5
train	images/train/Corn_Health (537).jpg	test	images/test/Aphids_622.jpg	5
train	images/train/Corn_Health (543).jpg	test	images/test/Corn_Health (64).jpg	5
train	images/train/Corn_Health (602).jpg	test	images/test/Aphids_401.jpg	5
train	images/train/Corn_Health (715).jpg	test	images/test/Aphids_401.jpg	5
train	images/train/Corn_Health (852).jpg	test	images/test/Gray_Leaf_Spot_337.jpg	5
train	images/train/Corn_Health (879).jpg	test	images/test/Corn_Health (848).jpg	5
train	images/train/Corn_Health (982).jpg	test	images/test/Corn_Health (291).jpg	5
train	images/train/Corn_borer_40.jpg	test	images/test/Corn_Blight_26.jpg	5
train	images/train/Corn_borer_508.jpg	test	images/test/Aphids_674.jpg	5
train	images/train/Corn_borer_552.jpg	test	images/test/Corn_borer_92.jpg	5
train	images/train/Corn_borer_780.jpg	test	images/test/Corn_Blight_26.jpg	5
train	images/train/Corn_borer_869.jpg	test	images/test/Corn_borer_462.jpg	5
train	images/train/Corn_borer_978.jpg	test	images/test/Aphids_703.jpg	5
train	images/train/Corn_borer_978.jpg	test	images/test/Corn_Health (670).jpg	5
train	images/train/Corn_borer_980.jpg	test	images/test/Corn_Health (947).jpg	5
train	images/train/Gray_Leaf_Spot_108.jpg	test	images/test/Corn_Health (193).jpg	5
train	images/train/Gray_Leaf_Spot_528.jpg	test	images/test/Corn_Health (848).jpg	5
train	images/train/Gray_Leaf_Spot_528.jpg	test	images/test/Corn_Health (947).jpg	5
train	images/train/aug1_c3_00101.jpg	test	images/test/Corn_Health (193).jpg	5
train	images/train/aug1_c3_00108.jpg	test	images/test/Corn_Health (193).jpg	5
train	images/train/aug1_c3_00160.jpg	test	images/test/Corn_Blight_216.jpg	5
train	images/train/aug1_c3_00221.jpg	test	images/test/Corn_Health (193).jpg	5
train	images/train/aug1_c3_00295.jpg	test	images/test/Corn_Health (314).jpg	5
train	images/train/aug1_c4_00030.jpg	test	images/test/Corn_borer_92.jpg	5
train	images/train/aug1_c4_00047.jpg	test	images/test/Corn_Health (947).jpg	5
train	images/train/aug1_c4_00081.jpg	test	images/test/Corn_borer_462.jpg	5
train	images/train/aug1_c4_00226.jpg	test	images/test/Corn_Blight_26.jpg	5
train	images/train/aug1_c4_00305.jpg	test	images/test/Aphids_703.jpg	5
train	images/train/aug1_c4_00305.jpg	test	images/test/Corn_Health (670).jpg	5
train	images/train/aug1_c4_00352.jpg	test	images/test/Corn_borer_92.jpg	5
train	images/train/aug1_c5_00051.jpg	test	images/test/Corn_Blight_798.jpg	5
train	images/train/aug1_c5_00051.jpg	test	images/test/Corn_Health (10).jpg	5
train	images/train/aug1_c5_00232.jpg	test	images/test/Aphids_401.jpg	5
